id,comentario_original,comentario_limpo,estrelas,sentimento
44,"Dizem que dão 3 meses grátis do Kindle ilimitado, vai fazer 3 meses que eu comprei e não consegui acesso ainda, já liguei várias vezes e não resolvem meu problema. Um tanto decepcionante. 👎🏼",dizem que dão meses grátis do kindle ilimitado vai fazer meses que eu comprei e não consegui acesso ainda já liguei várias vezes e não resolvem meu problema um tanto decepcionante,1,negativo
45,Meu kindle durou nem 5 meses e já está sem bateria..... odiei. JÁ TIVE KOBO E KINDLE E ISSO NUNCA ACONTECEU!!!,meu kindle durou nem meses e já está sem bateria odiei já tive kobo e kindle e isso nunca aconteceu,1,negativo
46,"Infelizmente tive muito azar na minha compra. Tenho 6 meses de uso (compra em julho de 2025) Desde o início tive de dificuldades para enviar livros, demora um tempo absurdo, principalmente comparado com aparelho mais velhos dos meus amigos. Preciso enviar o livro várias vezes na tentativa de uma chegar até o aparelho, muitas vezes o livro fica no aplicativo, tenho acesso no celular e não aparece no próprio kindle. E agora, final de dezembro e janeiro, estou tendo problemas com o carregamento dele, conecto na tomada fica 5s e não carrega mais. O kindle de modo geral é otimo, leve, prático e útil, mas infelizmente dei azar na minha compra. Frustante.",infelizmente tive muito azar na minha compra tenho meses de uso compra em julho de desde o início tive de dificuldades para enviar livros demora um tempo absurdo principalmente comparado com aparelho mais velhos dos meus amigos preciso enviar o livro várias vezes na tentativa de uma chegar até o aparelho muitas vezes o livro fica no aplicativo tenho acesso no celular e não aparece no próprio kindle e agora final de dezembro e janeiro estou tendo problemas com o carregamento dele conecto na tomada fica s e não carrega mais o kindle de modo geral é otimo leve prático e útil mas infelizmente dei azar na minha compra frustante,1,negativo
47,"Comprei para minha cunhada e a bateria não está durando nada, e ela nem está lendo com tanta frequência",comprei para minha cunhada e a bateria não está durando nada e ela nem está lendo com tanta frequência,1,negativo
48,"Enquanto funcionava estava feliz! Comprei um Kindle, mas parou funcionar! Gostaria de saber como resolver. Há alguma maneira de consertar?! Obrigada.",enquanto funcionava estava feliz comprei um kindle mas parou funcionar gostaria de saber como resolver há alguma maneira de consertar obrigada,3,neutro
49,"A mídia não pôde ser carregada.
                
            
                
            
        
    
    








  
  
    Estou insatisfeita, depois de 1 ano da compra do produto, começou a apresentar falhas e tá impossível de ler.Está novo e sem nenhum arranhão, sempre bem protegido.",a mídia não pôde ser carregada estou insatisfeita depois de ano da compra do produto começou a apresentar falhas e tá impossível de lerestá novo e sem nenhum arranhão sempre bem protegido,1,negativo
50,"Esperava mais…. Não achei essa tentação toda, e a bateria não dura tanto quanto as pessoas nos comentários aqui falaram.Coloque capa é muito frágil, ainda não me acostumei com ele assim todo preto e branco, gosto de livros amarelados então estou estranhando bastante.",esperava mais não achei essa tentação toda e a bateria não dura tanto quanto as pessoas nos comentários aqui falaramcoloque capa é muito frágil ainda não me acostumei com ele assim todo preto e branco gosto de livros amarelados então estou estranhando bastante,3,neutro
51,"Com um pouco mais de 1 mês de uso o produto começou a dar defeito, a tela ficou piscando e desligando sozinho, as vezes reiniciando sozinho, por fim, descarregou e não carrega mais, ficando só na tela escrito Bateria Fraca. Péssima experiência eu tive!!!!",com um pouco mais de mês de uso o produto começou a dar defeito a tela ficou piscando e desligando sozinho as vezes reiniciando sozinho por fim descarregou e não carrega mais ficando só na tela escrito bateria fraca péssima experiência eu tive,1,negativo
52,"Kindle deu problema com cerca de 25 dias ( não carrega mais )  fizemos as recomendações de soluções e voltou, agora deu denovo, apenas 1 dia após o período de devolução e não encontramos local algum para acionar a garantia ou entrar em contato cm a Amazon pelo app, decepcionante!",kindle deu problema com cerca de dias não carrega mais fizemos as recomendações de soluções e voltou agora deu denovo apenas dia após o período de devolução e não encontramos local algum para acionar a garantia ou entrar em contato cm a amazon pelo app decepcionante,1,negativo
53,Acaba a bateria muito rápido,acaba a bateria muito rápido,2,negativo
54,"Não serviu, embora na descrição fosse para o modelo apropriado.",não serviu embora na descrição fosse para o modelo apropriado,1,negativo
55,É bem lento.Recomendo comprar co Maior capacidade,é bem lentorecomendo comprar co maior capacidade,3,neutro
56,"Gostei da proposta do produto e achei excelente para levar para viagens, ler na cama no escuro, poder fazer marcações e anotações, o dicionário...Mas a Amazon mete a mão num pedação de plástico com uma placa eletrônica e uma tela. O produto com certeza não vale isso tudo. Apesar de outros conhecidos meus dizerem que a velocidade melhorou muito, ainda achei, nesta minha primeira experiência, que no geral é lento, apresenta travamentos... Ou seja, produto muito caro pelo que realmente oferece.",gostei da proposta do produto e achei excelente para levar para viagens ler na cama no escuro poder fazer marcações e anotações o dicionáriomas a amazon mete a mão num pedação de plástico com uma placa eletrônica e uma tela o produto com certeza não vale isso tudo apesar de outros conhecidos meus dizerem que a velocidade melhorou muito ainda achei nesta minha primeira experiência que no geral é lento apresenta travamentos ou seja produto muito caro pelo que realmente oferece,3,neutro
57,Hoje depois de menos de um ano de uso meu Kindle parou,hoje depois de menos de um ano de uso meu kindle parou,1,negativo
58,"Sei que a culpa não é do vendedor, mas Péssima foi a entrega! Jogaram meu produto por cima do portão, sendo que ele é super frágil e pode ter sido danificado, se eu notar alguma irregularidade irei entrar em contato…",sei que a culpa não é do vendedor mas péssima foi a entrega jogaram meu produto por cima do portão sendo que ele é super frágil e pode ter sido danificado se eu notar alguma irregularidade irei entrar em contato,1,negativo
59,"Infelizmente minha experiência com este produto foi muito ruim.O primeiro Kindle que recebi chegou com a tela arranhada, sendo necessário solicitar troca. Após o processo, recebi um novo aparelho, porém este segundo Kindle apresentou defeito grave na bateria, descarregando muito rápido, inclusive em repouso, sem uso.Entrei em contato com o suporte e segui todos os procedimentos indicados (reset, formatação, testes e uso conforme orientação), mas o problema persistiu. A bateria perde porcentagem em poucos minutos, comportamento totalmente diferente de outro Kindle novo que já tive anteriormente.A descrição do produto informa autonomia de até semanas, o que está muito distante da realidade apresentada neste aparelho específico.Reconheço que o atendimento tentou ajudar, mas receber dois produtos com defeito em sequência gera frustração e insegurança. No meu caso, foi claramente uma experiência negativa com controle de qualidade.",infelizmente minha experiência com este produto foi muito ruimo primeiro kindle que recebi chegou com a tela arranhada sendo necessário solicitar troca após o processo recebi um novo aparelho porém este segundo kindle apresentou defeito grave na bateria descarregando muito rápido inclusive em repouso sem usoentrei em contato com o suporte e segui todos os procedimentos indicados reset formatação testes e uso conforme orientação mas o problema persistiu a bateria perde porcentagem em poucos minutos comportamento totalmente diferente de outro kindle novo que já tive anteriormentea descrição do produto informa autonomia de até semanas o que está muito distante da realidade apresentada neste aparelho específicoreconheço que o atendimento tentou ajudar mas receber dois produtos com defeito em sequência gera frustração e insegurança no meu caso foi claramente uma experiência negativa com controle de qualidade,1,negativo
60,É um bom produto pra ler os livros da Amazon que tem no Kindle.,é um bom produto pra ler os livros da amazon que tem no kindle,3,neutro
61,"Não tive uma boa experiência com o Kindle. De início funcionava já um delas irritante que dificultava a leitura, agora depois da última atualização a tela fica piscando, o que torna a leitura normal algo impossível.",não tive uma boa experiência com o kindle de início funcionava já um delas irritante que dificultava a leitura agora depois da última atualização a tela fica piscando o que torna a leitura normal algo impossível,1,negativo
62,"Estava lendo, marquei uma palavra pra saber o significado e de repente a tela ficou branca. Nao esta funcionando. Sem queda, pancada ou qualquer outra coisa.",estava lendo marquei uma palavra pra saber o significado e de repente a tela ficou branca nao esta funcionando sem queda pancada ou qualquer outra coisa,1,negativo
63,"Em menos de um ano começou a dar defeito, até que se tornou impossível de usar. A tela dando comandos sozinha. Não comprem!",em menos de um ano começou a dar defeito até que se tornou impossível de usar a tela dando comandos sozinha não comprem,1,negativo
64,produto apresentou defeito em menos de uma semana e ao invés da Amazon trocar por um novo quer que eu devolva e compre outro sendo que o preço está bem mais caro.,produto apresentou defeito em menos de uma semana e ao invés da amazon trocar por um novo quer que eu devolva e compre outro sendo que o preço está bem mais caro,1,negativo
65,"A mídia não pôde ser carregada.
                
            
                
            
        
    
    








  
  
    Menos de um ano de uso e já tá com Ghost touch.Depois da decepção eu comprei um Kindle 8 usado, já que o modelo não é conhecido por esses problemas de touch, ele é até mais rápido que esse aí. Melhor coisa que fiz foi comprar o 8. Recomendo a vocês que procurem algum modelo anterior ao 11 e o 10(que também é conhecido por problemas de touch).",a mídia não pôde ser carregada menos de um ano de uso e já tá com ghost touchdepois da decepção eu comprei um kindle usado já que o modelo não é conhecido por esses problemas de touch ele é até mais rápido que esse aí melhor coisa que fiz foi comprar o recomendo a vocês que procurem algum modelo anterior ao e o que também é conhecido por problemas de touch,1,negativo
66,"Por algum motivo o meu kindle não dura 6 semanas, e sim 2, e as vezes até menos, eu faço tudo certinho e não dura, fora isso sem reclamações 🙁",por algum motivo o meu kindle não dura semanas e sim e as vezes até menos eu faço tudo certinho e não dura fora isso sem reclamações,3,neutro
67,"Produto muito bom! Chegou mais rápido que o esperado. Porém não gostei da entrega, não tocaram nem a campainha, e jogaram o Kindle pelo portão, não sei como não quebrou",produto muito bom chegou mais rápido que o esperado porém não gostei da entrega não tocaram nem a campainha e jogaram o kindle pelo portão não sei como não quebrou,3,neutro
68,"Comprei o produto e dezembro e até agora mesmo depois de várias tentativas ainda se quer conseguimos comprar um livro , só dá pau para configurar a conta , configurar o meio de pagamento , configurar os dados do usuário. Não consigo fazer comprar por cartão , pix , sempre dá erro , o cartão não é registrado ou pix cópia e cola não vem os códigos.Um desabafo para quem comprou para incentivar a leitura da filha de 12 anos mas só foi bug atrás de bug e não conseguimos se quer baixar um livro rs",comprei o produto e dezembro e até agora mesmo depois de várias tentativas ainda se quer conseguimos comprar um livro só dá pau para configurar a conta configurar o meio de pagamento configurar os dados do usuário não consigo fazer comprar por cartão pix sempre dá erro o cartão não é registrado ou pix cópia e cola não vem os códigosum desabafo para quem comprou para incentivar a leitura da filha de anos mas só foi bug atrás de bug e não conseguimos se quer baixar um livro rs,1,negativo
69,"A mídia não pôde ser carregada.
                
            
                
            
        
    
    








  
  
    Está com troque fantasma só tem 1 anos e 2 meses de uso eu acho que e alguma falha que não estão falando nada para as pessoas, pois vir alguém vídeo de pessoas falando a mesma coisa",a mídia não pôde ser carregada está com troque fantasma só tem anos e meses de uso eu acho que e alguma falha que não estão falando nada para as pessoas pois vir alguém vídeo de pessoas falando a mesma coisa,1,negativo
70,"Comprei meu produto final de 2024 e estava dando toque fantasma a 6 meses .. super bem cuidado, mal usei...Não recomendo:(  infelizmente. Coloquei muita expectativa nele",comprei meu produto final de e estava dando toque fantasma a meses super bem cuidado mal useinão recomendo infelizmente coloquei muita expectativa nele,2,negativo
71,"O meu Kindle não carrega, ele chegou com 52% de bateria, em 2 minutos foi pra 48%, eu coloquei pra carregar e não sai do 50",o meu kindle não carrega ele chegou com de bateria em minutos foi pra eu coloquei pra carregar e não sai do,1,negativo
72,"Eu gostei, porem o meu tá descarregando muito rápido.  Comprei dia 09/12/25. Hj dia 16/01 já tive que carregar 5 vezes e não leio direto, nem com brilho alto. Fiquei bem triste.",eu gostei porem o meu tá descarregando muito rápido comprei dia hj dia já tive que carregar vezes e não leio direto nem com brilho alto fiquei bem triste,2,negativo
73,Kindle atendeu as expectativas.Mas a entrega deixou a desejar.,kindle atendeu as expectativasmas a entrega deixou a desejar,2,negativo
74,"O produto chegou intacto, sem fissuras ou riscos na tela. Porém, a bateria está durando no máximo 03 dias. E isso está me desagradando sobremaneira pois o principal objetivo da minha aquisição do Kindle foi ter um dispositivo de leitura que me proporcionasse vários dias com a carga da bateria satisfatória. Não precisaria ser nem semanas de uso como tem descrito no anúncio do produto Kindle.Mas durar de 02 a 03 dias eh inadmissível..Gostaria, realmente, que o impasse fosse resolvido.",o produto chegou intacto sem fissuras ou riscos na tela porém a bateria está durando no máximo dias e isso está me desagradando sobremaneira pois o principal objetivo da minha aquisição do kindle foi ter um dispositivo de leitura que me proporcionasse vários dias com a carga da bateria satisfatória não precisaria ser nem semanas de uso como tem descrito no anúncio do produto kindlemas durar de a dias eh inadmissívelgostaria realmente que o impasse fosse resolvido,1,negativo
75,Não recebi o adaptador para carregar o Kindle. Apresentando problema de bateria por estar sendo carregado sem o adaptador/ carregador adequado.,não recebi o adaptador para carregar o kindle apresentando problema de bateria por estar sendo carregado sem o adaptador carregador adequado,3,neutro
76,Produto custa caro e não vem nem o carregador do mesmo.Podia no mínimo vir um carregador original.,produto custa caro e não vem nem o carregador do mesmopodia no mínimo vir um carregador original,2,negativo
77,"Gente, o Kindle é ótimo. Mas eu já comprei 2 e tive o mesmo problema. Se ele descarregar, ele não liga mais.Se você não deixar ele descarregar, vai ficar tudo bem. Porém, se você deixar descarregar, mesmo que uma vez só, acabou. Ele não volta.Parece um aparelho descartável.Estou muito frustrada. Eles dão suporte, mas não integral, mesmo se tratando de um defeito oculto (Que o Código de Defesa do Consumidor (CDC) nos ampara mesmo depois do fim da garantia mas eles tem regras próprias - nem sei o quão legal isso é, mas enfim)É isso",gente o kindle é ótimo mas eu já comprei e tive o mesmo problema se ele descarregar ele não liga maisse você não deixar ele descarregar vai ficar tudo bem porém se você deixar descarregar mesmo que uma vez só acabou ele não voltaparece um aparelho descartávelestou muito frustrada eles dão suporte mas não integral mesmo se tratando de um defeito oculto que o código de defesa do consumidor cdc nos ampara mesmo depois do fim da garantia mas eles tem regras próprias nem sei o quão legal isso é mas enfimé isso,1,negativo
78,"meu kindle é lindo! perfeito! tô apaixonada, porém a bateria desde que chegou, descarrega muito rápido, de minuto em minuto. Gostaria de saber se é normal descarregar assim, chegou semana passada e eu já tive que carregar duas vezes",meu kindle é lindo perfeito tô apaixonada porém a bateria desde que chegou descarrega muito rápido de minuto em minuto gostaria de saber se é normal descarregar assim chegou semana passada e eu já tive que carregar duas vezes,3,neutro
79,Produto expecional...Com exceção de que vem o adaptador de energia e isso é péssimo pro comprador...,produto expecionalcom exceção de que vem o adaptador de energia e isso é péssimo pro comprador,2,negativo
80,"Ótimo para transportar; cabe até em bolsas pequenas e é bem leve. Demora um pouco pra ativar a tela e isso poderia ser melhorado em um produto de 600 reais. Tinha um paperwhite de 2014 e senti a diferença na hora de ativar.Boa leitura, muito prático. Pra quem gosta de devices modernos talvez o paperwhite seja a escolha. Pra quem prioriza o transporte esse é o ideal!",ótimo para transportar cabe até em bolsas pequenas e é bem leve demora um pouco pra ativar a tela e isso poderia ser melhorado em um produto de reais tinha um paperwhite de e senti a diferença na hora de ativarboa leitura muito prático pra quem gosta de devices modernos talvez o paperwhite seja a escolha pra quem prioriza o transporte esse é o ideal,3,neutro
81,"Preciso cadastrar com o meu telefone mesmo (que já tem um Kindle cadastrado), mas com o email da minha filha. Não consegui de forma nenhuma entrar em contato com um suporte humano. Somente perguntas mais frequentes que não me respondem...O Kindle é lindo e leve. Bem como o esperado.O suporte está muuuuito a desejar",preciso cadastrar com o meu telefone mesmo que já tem um kindle cadastrado mas com o email da minha filha não consegui de forma nenhuma entrar em contato com um suporte humano somente perguntas mais frequentes que não me respondemo kindle é lindo e leve bem como o esperadoo suporte está muuuuito a desejar,3,neutro
82,"É o segundo Kindle que eu compro e não consigo registrar/usar. Gostaria de um retorno oficial de vocês sobre este assunto. Não seria nenhuma estrela. Agora tenho que perder tempo a segunda vez pra devolver o produto, não imaginava que seria assim",é o segundo kindle que eu compro e não consigo registrarusar gostaria de um retorno oficial de vocês sobre este assunto não seria nenhuma estrela agora tenho que perder tempo a segunda vez pra devolver o produto não imaginava que seria assim,1,negativo
83,"É muito lento, processamento horrível, bugado, a tela trava tendo que reiniciar, qualidade de imagem ruim, as vezes até dificulta para ler algumas coisas, os tamanhos das letras só tem duas opções ou pequena de mais ou exageradamente grande de mais, o que atrapalha na leitura em ambos os tamanhos, nem todo livro é compatível quando você vai baixar alguns livros, informa que o livro não é compatível com a versão, resumindo... Não gostei. É uma tecnologia diferente e inovadora essa tecnologia de tinta digital mas essa ciência tecnologica tem muito que evoluir ainda, o livro físico é muito melhor. LEMBRANDO QUE ESTÁ SAINDO UM CONCORRENTE DO KINDLE, DA MARCA TCL ( marca fabricante de tv's) que promete muitos recursos que o KINDLE NÃO TEM e com o sistema mais fluido.",é muito lento processamento horrível bugado a tela trava tendo que reiniciar qualidade de imagem ruim as vezes até dificulta para ler algumas coisas os tamanhos das letras só tem duas opções ou pequena de mais ou exageradamente grande de mais o que atrapalha na leitura em ambos os tamanhos nem todo livro é compatível quando você vai baixar alguns livros informa que o livro não é compatível com a versão resumindo não gostei é uma tecnologia diferente e inovadora essa tecnologia de tinta digital mas essa ciência tecnologica tem muito que evoluir ainda o livro físico é muito melhor lembrando que está saindo um concorrente do kindle da marca tcl marca fabricante de tvs que promete muitos recursos que o kindle não tem e com o sistema mais fluido,2,negativo
84,Muito pequeno,muito pequeno,3,neutro
85,"pedi embalagem de presente à parte e veio uma minúscula embalagem, que nem cabia o kindle.",pedi embalagem de presente à parte e veio uma minúscula embalagem que nem cabia o kindle,3,neutro
86,"Aparelho chegou configurado com a minha conta, mas não deixa eu comprar nenhum livro pela kindle store. Ao acionar o suporte, a atendente disse que quando isso acontece eu tenho que pegar o celular e comprar pelo site. O problema é que acontece em todos os livros e fiz o mesmo processo em outro kindle paperwhite e lá os mesmos livros estão disponíveis. Péssimo suporte e ninguém resolve meu problema.",aparelho chegou configurado com a minha conta mas não deixa eu comprar nenhum livro pela kindle store ao acionar o suporte a atendente disse que quando isso acontece eu tenho que pegar o celular e comprar pelo site o problema é que acontece em todos os livros e fiz o mesmo processo em outro kindle paperwhite e lá os mesmos livros estão disponíveis péssimo suporte e ninguém resolve meu problema,1,negativo
87,Tela fantasma,tela fantasma,1,negativo
88,"ESTÁ COM PROBLEMA⚠️⚠️simplesmente desde quando comprei não está logando a conta! faço todo o processo, q conta entra e depois sai sozinha voltando tudo pro inicio, ja coloquei outra conta diferente e aconteceu a mesma coisa HORRIVEL ESSE SUPORTE DA AMAZON",está com problemasimplesmente desde quando comprei não está logando a conta faço todo o processo q conta entra e depois sai sozinha voltando tudo pro inicio ja coloquei outra conta diferente e aconteceu a mesma coisa horrivel esse suporte da amazon,1,negativo
89,"Está apresentando problemas no Kindle com umidade sem haver contato, esperando retorno",está apresentando problemas no kindle com umidade sem haver contato esperando retorno,1,negativo
90,Ótimo o produto que comprei,ótimo o produto que comprei,3,neutro
91,"Meu Kindle comprado em 15/10 apresentou defeito de fabricação. Mesmo carregado (LED verde), não sai da tela de bateria fraca. Já fiz todos os testes. Quero devolução com reembolso para comprar modelo superior.",meu kindle comprado em apresentou defeito de fabricação mesmo carregado led verde não sai da tela de bateria fraca já fiz todos os testes quero devolução com reembolso para comprar modelo superior,1,negativo
92,"Ruim. A interface é muito ruim. Os comandos não funcionam direito, às vezes reconhecem o comando duplicado. Muito difícil de usar.",ruim a interface é muito ruim os comandos não funcionam direito às vezes reconhecem o comando duplicado muito difícil de usar,1,negativo
93,"Chegou totalmente quebrado e totalmente descuidado, a tela totalmente danificada, tenho vídeo do momento em que abri a embalagem totalmente amassada como se alguém tivesse sentado em cima, totalmente descuidado para um aparelho extremamente caro. Palhaçada",chegou totalmente quebrado e totalmente descuidado a tela totalmente danificada tenho vídeo do momento em que abri a embalagem totalmente amassada como se alguém tivesse sentado em cima totalmente descuidado para um aparelho extremamente caro palhaçada,1,negativo
